10,2,0.0000014,2064,0.0000011,2064
10,2,0.000003,2008,0.0000006,2008
10,2,0.0000019,2028,0.0000003,2028
10,2,0.0000054,2068,0.0000018,2068
10,2,0.0000012,2048,0.0000007,2048
10,5,0.0000011,2036,0.000001,2036
10,5,0.0000007,2040,0.0000057,2040
10,5,0.0000017,2120,0.000001,2120
10,5,0.0000003,2072,0.0000003,2072
10,5,0.0000003,2052,0.0000009,2052
100,10,0.0000011,2048,0.0000011,2048
100,10,0.0000034,2060,0.0000012,2060
100,10,0.0000013,2036,0.0000012,2036
100,10,0.000002,2064,0.0000003,2064
100,10,0.0000015,2036,0.0000107,2036
100,20,0.0000003,2116,0.0000011,2116
100,20,0.0000016,2040,0.0000016,2040
100,20,0.0000029,2056,0.0000012,2056
100,20,0.0000012,2056,0.0000013,2056
100,20,0.0000008,2088,0.0000013,2088
1000,100,0.0000009,2060,0.0000021,2060
1000,100,0.0000014,2036,0.0000012,2036
1000,100,0.0000017,2000,0.0000015,2000
1000,100,0.0000028,2000,0.000002,2000
1000,100,0.0000013,2000,0.0000012,2000
1000,200,0.0000055,2040,0.0000011,2040
1000,200,0.0000003,2032,0.0000016,2032
1000,200,0.0000013,2056,0.0000016,2056
1000,200,0.0000006,2000,0.0000003,2000
1000,200,0.0000016,2000,0.0000014,2000
10000,1000,0.0000015,3548,0.0000012,3864
10000,1000,0.0000016,3576,0.0000013,3892
10000,1000,0.0000015,3532,0.0000014,3912
10000,1000,0.0000015,3580,0.0000012,3832
10000,1000,0.0000013,3580,0.0000081,3772
10000,2000,0.0000009,3608,0.0000023,3708
10000,2000,0.0000006,3524,0.0000003,3840
10000,2000,0.0000003,3524,0.0000014,3840
10000,2000,0.0000014,3584,0.0000013,3776
10000,2000,0.0000003,3604,0.0000007,3704
100000,1000,0.0000016,3640,0.0000015,4524
100000,1000,0.0000016,3636,0.0000019,4520
100000,1000,0.0000015,3680,0.0000016,4520
100000,1000,0.0000016,3556,0.0000016,4416
100000,1000,0.0000017,3736,0.0000052,4576
100000,10000,0.0000003,3744,0.0000047,4660
100000,10000,0.0000016,3716,0.0000015,4568
100000,10000,0.0000026,3740,0.000002,4656
100000,10000,0.000001,3716,0.0000009,4560
100000,10000,0.0000019,3696,0.0000008,4468
100000,20000,0.0000015,3708,0.0000019,4676
100000,20000,0.0000017,3628,0.0000021,4488
100000,20000,0.0000016,3780,0.0000015,4696
100000,20000,0.0000022,3768,0.0000013,4528
100000,20000,0.0000017,3664,0.0000015,4744
1000000,10000,0.0000021,4516,0.000002,11840
1000000,10000,0.0000024,4548,0.0000028,11860
1000000,10000,0.0000026,4504,0.0000019,11580
1000000,10000,0.0000019,4508,0.0000039,11860
1000000,10000,0.0000026,4496,0.0000053,11812
1000000,100000,0.0000022,4896,0.0000022,11808
1000000,100000,0.0000017,5000,0.0000022,12004
1000000,100000,0.0000022,4900,0.0000022,12084
1000000,100000,0.0000043,4980,0.0000023,11984
1000000,100000,0.0000018,4896,0.0000019,12080
1000000,200000,0.0000022,5368,0.0000025,12584
1000000,200000,0.0000018,5284,0.000002,12332
1000000,200000,0.0000039,5288,0.0000022,12472
1000000,200000,0.0000068,5352,0.0000009,12408
1000000,200000,0.0000029,5220,0.0000036,12384
10000000,100000,0.000003,13716,0.0000031,43296
10000000,100000,0.0000027,13632,0.000003,43468
10000000,100000,0.0000034,13716,0.0000029,43296
10000000,100000,0.000006,13636,0.0000031,43472
10000000,100000,0.0000025,13696,0.0000026,43476
10000000,1000000,0.0000051,17308,0.0000035,46960
10000000,1000000,0.0000044,17264,0.0000048,46832
10000000,1000000,0.0000045,17252,0.0000042,46904
10000000,1000000,0.0000035,17204,0.0000039,47032
10000000,1000000,0.0000035,17208,0.000004,46992
10000000,2000000,0.0000045,21104,0.0000029,50656
10000000,2000000,0.0000029,21116,0.0000026,50896
10000000,2000000,0.0000041,21160,0.0000031,50808
10000000,2000000,0.0000025,21040,0.0000046,50704
10000000,2000000,0.0000041,21144,0.0000039,50720
100000000,100000,0.0000047,101588,0.0000036,395040
100000000,100000,0.0000046,101508,0.0000045,394852
100000000,100000,0.0000061,101684,0.0000044,395004
100000000,100000,0.0000062,101636,0.0000042,394972
100000000,100000,0.0000042,101552,0.0000044,395064
100000000,1000000,0.0000037,105024,0.0000042,398544
100000000,1000000,0.0000053,105140,0.0000043,398460
100000000,1000000,0.0000041,105128,0.0000045,398380
100000000,1000000,0.0000044,105088,0.0000051,398316
100000000,1000000,0.0000045,105100,0.0000047,398468
100000000,2000000,0.0000041,108960,0.0000046,402532
100000000,2000000,0.0000039,109008,0.0000045,402372
100000000,2000000,0.0000061,108996,0.0000047,402492
100000000,2000000,0.0000071,108932,0.0000043,402268
100000000,2000000,0.0000039,109008,0.0000057,402348
